host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
Kepler-1139,-0.0015477284025724458,-1.5758102520573731,0.0009821794220159035,88,ok
Kepler-1136,0.004556317890703432,1.6851154397409596,0.002703860983793396,137,ok
Kepler-114,0.0006822796497377714,1.1714733092331102,0.0005824116045669166,148,ok
Kepler-1140,-0.0007981815510615942,-0.5859748949839839,0.0013621429141318594,357,ok
Kepler-1141,-0.0003725097244851039,-0.9161019225917153,0.0004066247600826426,56,ok
Kepler-1124,0.0014508823171734964,0.6738734227460429,0.0021530487302216673,380,ok
Kepler-1143,0.0015358750195375581,0.4753088499357176,0.0032313200558863465,140,ok
Kepler-1142,0.0027353753498173816,2.399142119582803,0.0011401472749321944,189,ok
Kepler-1146,-0.00046087605881828253,-0.2732780040809074,0.0016864733053372064,513,ok
Kepler-1144,-0.0019907957450948643,-0.5789777695654014,0.0034384666385191562,47,ok
Kepler-1148,0.005376994531073209,1.5260775152850385,0.003523408527560215,79,ok
Kepler-1145,0.0019392807089604336,1.0828049696965412,0.0017909787664752979,472,ok
Kepler-1147,0.0035922582962046867,0.9913044761038917,0.003623768864963954,101,ok
Kepler-1149,0.0019116047908451783,0.8542440416943917,0.0022377736308859856,83,ok
Kepler-1133,0.002022268995738097,1.191503158930666,0.0016972418248164909,130,ok
Kepler-1155,0.0011353202890314051,1.429370524300606,0.0007942799083442131,1011,ok
Kepler-1153,0.027102832334652494,3.614887804671694,0.007497558375014072,47,ok
Kepler-1156,-0.00040453455443345554,-0.49150259406842994,0.0008230568044105456,171,ok
Kepler-1137,-0.000594477035614327,-1.9009188123761565,0.00031273141795636614,180,ok
Kepler-1152,-0.002054104481268415,-1.7092272809689606,0.0012017737512965178,80,ok
Kepler-1158,0.00040589395699597297,0.9991975634105098,0.00040621992272534766,399,ok
Kepler-1150,0.0007002030162002182,0.3977632358810593,0.00176035126687675,96,ok
Kepler-1160,-0.007706810371098882,-2.184081224738863,0.00352862809487332,282,ok
Kepler-116,0.0001094781078549989,0.1310743356538021,0.0008352367937546227,165,ok
Kepler-1159,-0.0034734383842252026,-1.3267541496658422,0.0026179970004993214,121,ok
Kepler-115,0.0004462774995934726,1.2134407096588073,0.00036777857874815815,324,ok
Kepler-1151,0.0005051279677241727,0.6097235344178791,0.0008284541094619763,504,ok
Kepler-1163,-0.00011049244547622905,-0.3253702984630517,0.00033958983348560416,103,ok
Kepler-1162,0.002597952458841424,0.6042359370695862,0.004299566277770455,176,ok
Kepler-1154,-0.002638783862842331,-1.3117756106699965,0.0020116122310694265,192,ok
Kepler-1168,0.013676881931770635,2.9232400829254614,0.004678672139061312,69,ok
Kepler-1157,0.00059568299498447,0.781162003630211,0.0007625601248092147,177,ok
Kepler-1165,-0.0021357497993776953,-1.306106596577119,0.0016352032866037132,104,ok
Kepler-1167,0.00041680102354335613,0.12455381046497169,0.0033463530500383466,447,ok
Kepler-1171,,,,0,insufficient window/baseline coverage
Kepler-1173,4.087828291776674e-05,0.06182664888270512,0.0006611757819078837,138,ok
Kepler-1172,-0.030646129324432003,-8.765643810630753,0.0034961641137260385,598,ok
Kepler-117,-0.0011384080296025223,-1.017386809224833,0.0011189530071358971,136,ok
Kepler-1174,-6.723606719383213e-06,-0.013269670183778599,0.0005066898141599956,434,ok
Kepler-1176,6.53933559336961e-05,0.019869741881039127,0.0032911024373244767,96,ok
Kepler-1175,-0.01570486561958795,-1.3858206028224145,0.01133253870493975,70,ok
Kepler-1177,-0.0014737337438788245,-0.8436387739574727,0.0017468776796087783,66,ok
Kepler-1178,0.0003683285298279326,0.7464424149357816,0.0004934453381238001,307,ok
Kepler-1164,0.0003727127563485366,0.3503138954874481,0.0010639394016327024,166,ok
Kepler-1182,-0.00017989684432828668,-0.12242853940810815,0.0014694028467383035,437,ok
Kepler-1166,0.001116810467913787,1.5101627892805023,0.0007395298545568568,364,ok
Kepler-1183,0.0034019585743431113,0.7588728855999857,0.004482909639937168,205,ok
Kepler-1184,-0.002942184966451711,-0.9266312054491134,0.0031751412526903975,77,ok
Kepler-1185,0.00044405668895697303,1.2615475584576241,0.0003519936176642278,92,ok
Kepler-1180,0.003240729414893617,1.4849720696837194,0.0021823504165865235,198,ok
Kepler-1186,-0.0036012736715979043,-0.8729026546697216,0.004125630334989084,81,ok
Kepler-1187,-0.00027090750914005035,-0.15681971610438608,0.0017275092435425814,148,ok
Kepler-1179,-0.00012521607530802115,-0.22996375714825357,0.0005445035202973161,297,ok
Kepler-1191,0.0009078760467271518,0.24728447214097712,0.003671383159916207,70,ok
Kepler-1190,-0.0011070574300469094,-1.3583588192893852,0.0008149963134380486,210,ok
Kepler-1192,0.001465646654769781,0.7375303918021353,0.001987235605557235,270,ok
Kepler-1193,8.44478456296649e-05,0.13381016059299025,0.0006311018928265808,82,ok
Kepler-119,-0.0007972701666159043,-0.5338820579463922,0.0014933451213600425,94,ok
Kepler-1195,-0.0021193954913831803,-1.0715496048891335,0.001977879028383815,534,ok
Kepler-1194,0.003449399642061146,11.104449745150196,0.00031063219891356176,1779,ok
Kepler-1188,0.0003644340391737444,0.15735563966897584,0.002315989690235399,99,ok
Kepler-1196,-0.00021265150794280707,-0.17693785620971234,0.0012018429096980004,385,ok
Kepler-1189,0.0017233820380970766,2.324166250071175,0.0007415054917195791,405,ok
Kepler-1199,-0.0005959936661243947,-1.0110368625679038,0.0005894875727979367,74,ok
Kepler-12,6.774217512717229e-05,0.27899127226731135,0.00024281109074360624,738,ok
Kepler-120,0.0006318640302783729,0.3583165067304906,0.0017634242866562447,65,ok
Kepler-1197,-0.001600431564883431,-0.8609470198050132,0.00185891991965533,116,ok
Kepler-1201,0.004988002129164837,4.714440376416408,0.0010580263469057534,386,ok
Kepler-1203,0.0011658474956099951,2.09430959375591,0.0005566739029825948,706,ok
Kepler-1204,0.0020363538892076427,0.7549278537819621,0.0026974152284964985,184,ok
Kepler-1205,-0.004612480097636373,-1.05353101485252,0.004378115150489478,137,ok
Kepler-1206,0.0005294328282110516,0.2266793508487753,0.002335602366199877,348,ok
Kepler-1207,-0.0008392445486722355,-0.5097071885318671,0.0016465228812831735,80,ok
Kepler-1211,0.029582387295474688,2.6442466016547885,0.011187454028289879,38,ok
Kepler-121,0.0011854308521783707,0.5264845225812778,0.002251596773189787,81,ok
Kepler-1198,-0.006269534394208964,-8.237074180361326,0.0007611360850867007,784,ok
Kepler-1169,-0.000636801377127183,-2.7905312196628724,0.00022820077146605647,1858,ok
Kepler-1210,-0.004777633681737559,-1.79280644889293,0.0026648909505472716,162,ok
Kepler-1209,9.229447118741518e-05,0.27628764399607436,0.0003340521126913897,105,ok
Kepler-1216,0.0028901996050251233,1.1011237895615602,0.0026247726481106433,77,ok
Kepler-1215,-0.003700073649644753,-2.431602670352572,0.0015216604648276102,165,ok
Kepler-1217,0.0027070681862103596,1.2845187019376072,0.0021074571994373734,252,ok
Kepler-122,-0.003974456068147503,-1.7351496163952056,0.0022905552527536406,45,ok
Kepler-1214,-0.0005516209535647576,-0.48402714914922546,0.0011396487873342265,905,ok
Kepler-1219,0.0006184735040508649,1.6743684870078934,0.00036937717643986527,112,ok
Kepler-1213,-0.0002994389187236379,-0.8132904261673601,0.0003681820283250438,240,ok
Kepler-1218,0.0014245108463768474,0.9721438998913767,0.0014653292033576678,78,ok
Kepler-1221,0.002897552242166812,1.903919073462128,0.0015218883420805485,366,ok
Kepler-1220,0.004851654973910602,3.9598238575705205,0.0012252198957372938,656,ok
Kepler-1212,-0.0011484250994453493,-1.0283040080103796,0.0011168147653799257,547,ok
Kepler-1222,0.0003221755937822257,0.9822540450728492,0.00032799619955582005,966,ok
Kepler-1224,0.00028481505821220665,0.723568525928092,0.0003936255489373117,160,ok
Kepler-1227,0.0010099199884860965,1.273198320654266,0.0007932149863087495,168,ok
Kepler-1228,0.0010144980011197458,0.40103003570342655,0.0025297307203942117,66,ok
Kepler-1229,-0.002071596707700296,-2.414780389864706,0.0008578820320038968,1843,ok
Kepler-1181,0.000794428402159264,1.6256893548734044,0.0004886717131890967,1302,ok
Kepler-1231,0.0071805896760809285,11.86755840635657,0.0006050604033458828,1172,ok
Kepler-1223,0.0005606660815706821,0.9163097973383458,0.0006118739352119544,651,ok
Kepler-123,-0.0008789951465486556,-0.749476894555519,0.0011728115341967254,150,ok
Kepler-1232,0.001955031126314233,1.3471703644293027,0.0014512129853319897,167,ok
Kepler-1230,0.00025934946367067724,0.11249749814396644,0.0023053798346589,172,ok
Kepler-1226,0.0008704304975437616,1.575272532906295,0.0005525586711893357,566,ok
Kepler-1235,0.001291171749144393,1.5753345926630018,0.0008196174673989417,96,ok
Kepler-124,-0.00040713324626739933,-0.7657503095066727,0.0005316788530319904,303,ok
Kepler-1238,-0.003608806396311448,-1.9303292775785101,0.0018695289131388472,197,ok
Kepler-1234,0.006984916545470066,1.7446764552057712,0.00400355981455957,243,ok
Kepler-1241,0.0015516052161189675,0.39817955548268874,0.0038967475721802224,371,ok
Kepler-1240,0.00020308547961711554,0.1867742958451459,0.0010873309879079571,77,ok
Kepler-1242,0.004640572091952455,1.2004054670230004,0.0038658371853812455,280,ok
Kepler-1233,0.121535296046548,13.265101482126278,0.009162032888350507,289,ok
Kepler-1244,-8.821082436338834e-05,-0.29491336908094434,0.0002991075807729058,122,ok
Kepler-1246,-0.001602216941097745,-1.027686668793149,0.0015590519851534986,161,ok
Kepler-1249,0.0014952670367156529,1.2852931282462772,0.001163366553399282,2047,ok
Kepler-1243,0.0036694657394756858,2.5967784963880556,0.001413083843916478,287,ok
Kepler-1248,0.0005561794686755883,0.8195422104366881,0.0006786465194748559,49,ok
Kepler-1251,0.0010349335431532047,0.6581541432673071,0.001572478960651122,146,ok
Kepler-1254,0.0010452574532873182,0.34627184893822194,0.0030186036101184817,61,ok
Kepler-1250,-0.004721403054405382,-0.7517877837103406,0.006280233806279181,45,ok
Kepler-1245,0.0005424690660362774,0.4951856032269594,0.0010954863439106215,1023,ok
Kepler-1253,-0.00034024286549372285,-1.6384665375448133,0.00020765933126932532,245,ok
Kepler-1255,-0.0009427929966236981,-0.7187921844166151,0.001311635013656814,347,ok
Kepler-1256,0.0007550999733925146,1.3886626817116758,0.0005437605426695652,388,ok
Kepler-1259,0.002174400702595225,0.7339947964959285,0.0029624197786901974,114,ok
Kepler-1261,-0.007066204078779781,-1.489295989936987,0.004744660649411106,47,ok
Kepler-125,9.411953652449512e-06,0.007471267331661208,0.0012597532968154144,198,ok
Kepler-1260,0.003497418509551875,1.4826719860737132,0.002358861934670691,123,ok
Kepler-1258,-0.00011125314334603509,-0.38361448081171634,0.00029001288770597733,768,ok
Kepler-1262,-0.0026237958889370194,-0.684390073819714,0.003833772565246461,81,ok
Kepler-1263,0.0006127284192308791,0.48616094335131355,0.0012603406908977142,218,ok
Kepler-1264,8.175913134977897e-05,0.10772553165314828,0.0007589577892548702,324,ok
Kepler-1265,0.007547445280886578,1.8242627141318435,0.0041372578754252315,44,ok
Kepler-1270,-0.0007875401558081752,-2.469967843928691,0.0003188463192927753,259,ok
Kepler-1252,-0.0021332578430791616,-2.2784824755428805,0.0009362625633409284,451,ok
Kepler-1266,0.0010985801781960847,0.34823382108115863,0.003154719937268965,521,ok
Kepler-1272,-0.0007231357172041708,-0.8909668055838849,0.0008116303690239864,215,ok
Kepler-1271,0.00015205602250889516,0.2507949951268389,0.0006062960803184818,322,ok
Kepler-1269,0.0003978972930425151,0.6724396696328765,0.0005917219209564928,140,ok
Kepler-1273,-0.007769434577731937,-1.601242874283256,0.00485212749578022,77,ok
Kepler-1268,0.00505531539278592,1.469337212014567,0.00344054132124968,158,ok
Kepler-1275,0.0010922856644599577,1.3920690275144312,0.000784649067589886,600,ok
Kepler-1278,0.0008781774880196602,1.9622345134591672,0.0004475395178283488,287,ok
Kepler-1276,0.00031572657506739876,1.273909307452218,0.00024784070044895333,347,ok
Kepler-1274,0.00017678672697529763,1.1386459730341683,0.00015526048584197876,199,ok
Kepler-1279,-0.0006668910576567155,-1.0058263308394115,0.000663028036957595,290,ok
Kepler-128,0.00020689526954187354,1.0528827937217766,0.00019650360968530124,76,ok
Kepler-1281,-0.0014248174516500178,-0.16449947870659917,0.008661531713369855,55,ok
Kepler-1282,-0.004355306206125231,-1.7752405326912153,0.0024533611789061102,265,ok
Kepler-1284,-0.0018562942915376635,-0.41641826212458577,0.0044577638888044,103,ok
Kepler-1277,0.0005779499518996367,1.2115131331923799,0.00047704802867197836,712,ok
Kepler-1286,0.0013096933268578193,0.7264700294024826,0.0018028181120355845,226,ok
Kepler-1285,1.3505774586364261e-05,0.057387481499603765,0.00023534356681008056,111,ok
Kepler-1287,0.0010891069426240962,0.5092069544499508,0.0021388296705424177,167,ok
Kepler-1288,-0.0006573757273398151,-1.1263189729534926,0.0005836496970445327,104,ok
Kepler-1289,0.005318865404135731,2.5748741067947964,0.0020656797899749183,111,ok
Kepler-1239,-0.002218432825885741,-0.4466839248639879,0.004966448762536593,404,ok
Kepler-1290,-0.011246681347267362,-1.2270173168586744,0.00916587010854936,56,ok
Kepler-1293,-5.3920668261708826e-05,-0.09543029269147282,0.0005650267513695566,105,ok
Kepler-1291,-0.008196788856333237,-1.9128351698838253,0.004285151687602577,230,ok
Kepler-1292,-0.010652925712831385,-1.4336864327295737,0.007430443275207286,59,ok
Kepler-127,-2.1496187233571717e-05,-0.17807499903466764,0.0001207142347331241,1297,ok
Kepler-126,2.0820287563116935e-05,0.3650092801149455,5.7040433483116904e-05,2422,ok
Kepler-1283,0.0004738509061695817,0.22804533296466137,0.0020778803056803233,456,ok
Kepler-1296,-0.0011260944918642934,-0.7488803982895158,0.0015037040553289357,147,ok
Kepler-1297,-0.0036995074390551164,-1.4326856810825546,0.002582218478138013,69,ok
Kepler-1298,2.045128870242774e-05,0.16413729007806135,0.00012459867402892663,184,ok
Kepler-1300,-0.0007368828575083919,-1.4017802777064865,0.0005256764339087706,64,ok
Kepler-1294,0.004179791497473606,1.132086684987256,0.0036921125854604132,188,ok
Kepler-1307,0.004691704903542204,1.5571376055873407,0.0030130316593134543,117,ok
Kepler-1301,-0.0017706348590651455,-0.6337032900271085,0.0027941070954348394,153,ok
Kepler-1299,0.04493243579224271,23.366424440592912,0.0019229487124347799,1548,ok
Kepler-1302,-0.0002466884612978282,-0.13739545537569312,0.0017954630349547229,94,ok
Kepler-1304,0.0013029520085447999,1.20231425171404,0.001083703371799252,530,ok
Kepler-1303,-0.0003935309271821952,-0.4352451001275479,0.0009041593508275487,268,ok
Kepler-1308,-0.002267431892422289,-3.2989039365413855,0.0006873288631737166,249,ok
Kepler-1310,0.0003671975536588823,1.0036565630475258,0.00036585976436393267,847,ok
Kepler-1309,0.024875941111019872,3.7319031145009163,0.006665752123724852,178,ok
Kepler-1311,-0.0006410675472847682,-1.9416419775248779,0.0003301677418933709,284,ok
Kepler-1314,0.0036256716309681636,0.3812506305974806,0.009509942646615843,84,ok
Kepler-1312,0.00041367161108496475,1.8825171954972681,0.0002197438685152053,242,ok
Kepler-1313,0.0004562720283622923,1.9665248636338446,0.00023201945563971647,80,ok
Kepler-1317,0.0004436445753238649,0.31541376922099446,0.0014065479018863809,375,ok
Kepler-1315,0.0030040324159288367,1.2410246884175964,0.002420606490721158,180,ok
Kepler-1319,0.0008805752527544231,1.6114479484834796,0.0005464497029414603,211,ok
Kepler-1316,-0.0020572576306365775,-1.4329450766825722,0.0014356849150138809,112,ok
Kepler-1323,-0.00025395225345792305,-0.6865002056976457,0.00036992305515749676,83,ok
Kepler-1324,0.001377697634006858,1.8945066353924636,0.0007272065498580088,1018,ok
Kepler-1325,0.0013804771639633895,0.500592836214776,0.002757684617306639,97,ok
Kepler-1318,0.011373133199807928,0.8633014836297918,0.013173999368087557,92,ok
Kepler-1326,0.0006648606650242472,1.6557036249282562,0.00040155777580849143,203,ok
Kepler-1329,0.0022453794290442364,0.718156064352782,0.003126589804777074,174,ok
Kepler-1328,0.0008953411349891249,2.079734476892599,0.0004305074253165645,394,ok
Kepler-1327,-0.0003217028030471081,-0.5603723566346708,0.0005740875673794863,234,ok
Kepler-130,-0.00014162750469548513,-1.2178678760276695,0.00011629135432772298,2670,ok
Kepler-133,0.0007832005565313604,2.416702332643856,0.00032407820605467137,170,ok
Kepler-1332,-0.0011030064639133697,-1.636696353403444,0.0006739224790351077,148,ok
Kepler-1334,0.005881973643034444,1.7615631860216288,0.0033390648088635886,71,ok
Kepler-1337,-0.0006890189620168963,-0.16514021942010176,0.004172326792567076,94,ok
Kepler-1335,-0.001037029380477783,-0.37806817049194563,0.002742969288127036,82,ok
Kepler-129,-0.00013406292444939627,-1.2828305315046744,0.00010450556106748521,1821,ok
Kepler-1331,-0.0011499488146422543,-0.552881970672057,0.0020799173705093534,154,ok
Kepler-1336,-0.0002712309100374455,-0.377134230328293,0.0007191893183531515,321,ok
Kepler-1340,-0.00138435342206078,-0.7275774425761454,0.0019026887600571798,403,ok
Kepler-131,8.32649918851569e-05,1.0110015492932443,8.235891620874819e-05,2500,ok
Kepler-1339,7.108958826074208e-05,0.6520092259163045,0.00010903156801322244,563,ok
Kepler-1341,0.00012013686777456734,0.18033192033491077,0.0006661985717861278,585,ok
Kepler-1343,0.0017795135917777483,0.5392702291207914,0.0032998550553755015,297,ok
Kepler-1342,-9.474474573956115e-05,-0.02938689111660958,0.0032240479390489548,333,ok
Kepler-1338,-0.00025458943837763925,-0.38418298975078014,0.0006626775395308149,126,ok
Kepler-1333,-0.006458895079724081,-5.535888656914138,0.001166731392196109,945,ok
Kepler-1345,0.0001993749657898114,0.47723901974611327,0.00041776752851407044,494,ok
Kepler-1344,0.0011397025208835787,0.8851786968069673,0.0012875394821347762,63,ok
Kepler-1349,-0.00013911850105352563,-0.9041540737110978,0.00015386592296433963,94,ok
Kepler-1348,0.0018509047221964003,1.0476135616887767,0.001766781941246255,111,ok
Kepler-1350,0.00147057867901923,0.5823778471945508,0.002525128121035765,405,ok
Kepler-1347,0.0007901700787835697,2.0041010967903645,0.000394276556232145,598,ok
Kepler-1346,-0.002679363891511688,-2.805132398910533,0.0009551648587254949,283,ok
Kepler-1355,-0.0025533897822456186,-0.7442062198498842,0.003431024511943302,85,ok
Kepler-1351,-0.0007051125091236399,-1.6922229982694121,0.00041667824503315357,629,ok
Kepler-1354,0.00024626716743170185,0.25064114625371225,0.0009825488396961652,191,ok
Kepler-1353,-0.002243482694226362,-1.4915827508265427,0.0015040953597667732,593,ok
Kepler-1352,-7.53838893505776e-05,-0.1458176751629928,0.0005169736060207697,103,ok
Kepler-1357,0.0015008413106036844,0.7767847902077483,0.0019321198477667023,237,ok
Kepler-1359,0.0713152563876458,38.74434833875875,0.0018406621725601212,1180,ok
Kepler-136,0.0006774596811782718,2.229165853587907,0.00030390725754563344,70,ok
Kepler-1360,0.0014874013176291445,1.1223554489588274,0.0013252497851807626,66,ok
